Year,Id,Predicted.Values
2015,11001018,Retained
2015,11001033,Retained
2014,11001044,Retained
2015,11001060,Retained
2015,11001061,Retained
2015,11001062,Retained
2015,11001065,Retained
2015,11001067,Retained
2015,11001068,Retained
2015,11001069,Retained
2015,11001078,Retained
2014,11001087,Retained
2013,11001095,Lost
2014,11001099,Retained
2014,11001100,Retained
2014,11001102,Retained
2014,11001111,Retained
2015,11001140,Retained
2015,11001160,Retained
2015,11001164,Retained
2015,11001165,Retained
2015,11001167,Retained
2014,11001182,Retained
2014,11001183,Retained
2014,11001190,Retained
2014,11001218,Retained
2013,11001225,Lost
2015,11001251,Retained
2014,11001257,Retained
2013,11001269,Lost
2015,11001270,Retained
2015,11001295,Retained
2015,11001302,Retained
2015,11001303,Retained
2015,11001304,Retained
2015,11001322,Retained
2014,11001346,Retained
2014,11001373,Retained
2014,11001377,Retained
2014,11001380,Retained
2014,11001392,Retained
2015,11001519,Retained
2013,11001587,Lost
2013,11001591,Retained
2014,11001612,Retained
2015,11001629,Retained
2014,11001644,Retained
2014,11001648,Retained
2015,11001705,Retained
2015,11001771,Retained
2013,11001779,Lost
2015,11001796,Retained
2015,11001796,Retained
2014,11001834,Retained
2013,11001857,Lost
2013,11001861,Retained
2015,11001875,Retained
2013,11001881,Lost
2013,11001882,Lost
2013,11001946,Retained
2015,11001951,Retained
2015,11001971,Retained
2014,11001982,Retained
2013,11001988,Lost
2013,11001989,Retained
2015,11001997,Retained
2015,11002000,Retained
2014,11002001,Retained
2014,11002017,Retained
2015,11002032,Retained
2014,11002066,Retained
2015,11002073,Retained
2014,11002086,Retained
2014,11002102,Retained
2015,11002104,Retained
2014,11002114,Retained
2015,11002121,Retained
2014,11002162,Retained
2013,11002165,Lost
2015,11002186,Retained
2014,11002204,Retained
2014,11002217,Retained
2014,11002219,Retained
2015,11002223,Retained
2014,11002224,Retained
2015,11002229,Retained
2014,11002233,Retained
2015,11002242,Retained
2014,11002254,Retained
2014,11002255,Retained
2015,11002256,Retained
2014,11002264,Retained
2013,11002270,Retained
2014,11002271,Retained
2014,11002277,Retained
2014,11002278,Retained
2014,11002332,Retained
2014,11002403,Retained
2015,11002404,Retained
2014,11002434,Retained
2015,11002441,Retained
2015,11002463,Retained
2014,11002467,Retained
2014,11002476,Retained
2015,11002526,Retained
2014,11002547,Retained
2015,11002558,Retained
2015,11002567,Retained
2015,11002568,Retained
2015,11002573,Retained
2015,11002575,Retained
2014,11002577,Retained
2015,11002591,Retained
2014,11002624,Retained
2013,11002626,Retained
2014,11002656,Retained
2014,11002683,Retained
2014,11002688,Retained
2015,11002730,Retained
2014,11002744,Retained
2015,11002748,Retained
2015,11002751,Retained
2014,11002754,Retained
2014,11002755,Retained
2014,11002759,Retained
2015,11002775,Retained
2014,11002776,Retained
2015,11002778,Retained
2014,11002779,Retained
2015,11002782,Retained
2014,11002788,Retained
2015,11002797,Retained
2014,11002811,Retained
2014,11002839,Retained
2015,11002889,Retained
2014,11002893,Retained
2013,11002909,Retained
2014,11002932,Retained
2013,11002942,Retained
2014,11002949,Retained
2014,11002966,Retained
2015,11002969,Retained
2015,11002972,Retained
2015,11002973,Retained
2014,11002974,Retained
2014,11002990,Retained
2014,11002996,Retained
2014,11002998,Retained
2015,11003022,Retained
2015,11003025,Retained
2014,11003049,Retained
2015,11003055,Retained
2014,11003075,Retained
2015,11003078,Retained
2014,11003079,Retained
2015,11003084,Retained
2013,11003085,Retained
2015,11003087,Retained
2014,11003108,Retained
2014,11003120,Retained
2014,11003140,Retained
2015,11003174,Retained
2013,11003212,Retained
2013,11003222,Retained
2015,11003229,Retained
2014,11003231,Retained
2014,11003254,Retained
2014,11003257,Retained
2014,11003279,Retained
2015,11003280,Retained
2015,11003283,Retained
2015,11003308,Retained
2015,11003318,Retained
2015,11003319,Retained
2015,11003329,Retained
2014,11003345,Retained
2015,11003346,Retained
2015,11003379,Retained
2014,11003387,Retained
2015,11003388,Retained
2015,11003394,Retained
2015,11003434,Retained
2014,11003441,Retained
2014,11003447,Retained
2014,11003452,Retained
2014,11003477,Retained
2015,11003504,Retained
2014,11003514,Retained
2014,11003527,Retained
2014,11003611,Retained
2014,11003622,Retained
2014,11003663,Retained
2015,11003664,Retained
2015,11003685,Retained
2014,11003688,Retained
2014,11003689,Retained
2014,11003694,Retained
2015,11003715,Retained
2014,11003719,Retained
2014,11003730,Retained
2015,11003756,Retained
2015,11003839,Retained
2015,11003841,Retained
2015,11003997,Retained
2015,11004017,Retained
2015,11004025,Retained
2014,11004042,Retained
2014,11004047,Retained
2014,11004049,Retained
2015,11004068,Retained
2014,11004075,Lost
2015,11004088,Retained
2015,11004106,Retained
2014,11004158,Retained
2014,11004161,Retained
2015,11004181,Retained
2015,11004184,Retained
2015,11004187,Retained
2015,11004204,Retained
2014,11004210,Retained
2015,11004211,Retained
2015,11004219,Retained
2015,11004238,Retained
2014,11004367,Retained
2014,11004462,Retained
2014,11004479,Retained
2015,11004482,Retained
2015,11004487,Retained
2014,11004490,Retained
2015,11004495,Retained
2014,11004511,Lost
2015,11004514,Retained
2015,11004524,Retained
2014,11004528,Retained
2015,11004542,Retained
2015,11004544,Retained
2015,11004548,Retained
2014,11004558,Retained
2014,11004568,Retained
2014,11004579,Retained
2015,11004585,Retained
2015,11004592,Retained
2014,11004598,Retained
2015,11004601,Retained
2015,11004603,Retained
2014,11004626,Retained
2014,11004627,Retained
2014,11004629,Retained
2015,11004630,Retained
2013,11004653,Retained
2015,11004672,Retained
2013,11004674,Lost
2015,11004721,Retained
2013,11004729,Lost
2014,11004757,Retained
2014,11004787,Retained
2015,11004788,Retained
2015,11004812,Retained
2015,11004825,Retained
2015,11004828,Retained
2015,11004832,Retained
2015,11004842,Retained
2014,11004847,Retained
2014,11004850,Retained
2015,11004877,Retained
2014,11004900,Retained
2013,11004933,Retained
2014,11004944,Retained
2015,11005022,Retained
2014,11005028,Retained
2015,11005049,Retained
2015,11005052,Retained
2015,11005064,Retained
2015,11005076,Retained
2014,11005079,Retained
2014,11005083,Retained
2015,11005084,Retained
2015,11005085,Retained
2015,11005101,Retained
2014,11005125,Retained
2013,11005148,Lost
2014,11005152,Retained
2014,11005189,Retained
2015,11005191,Retained
2015,11005206,Retained
2015,11005214,Retained
2014,11005216,Retained
2014,11005220,Retained
2015,11005224,Retained
2014,11005236,Retained
2014,11005241,Retained
2014,11005264,Retained
2014,11005266,Retained
2015,11005284,Retained
2015,11005285,Retained
2014,11005289,Retained
2015,11005327,Retained
2014,11005336,Retained
2014,11005337,Retained
2014,11005338,Retained
2014,11005339,Retained
2015,11005346,Retained
2014,11005348,Retained
2014,11005361,Retained
2015,11005365,Retained
2015,11005422,Retained
2015,11005424,Retained
2015,11005428,Retained
2015,11005442,Retained
2014,11005451,Retained
2015,11005452,Retained
2014,11005453,Retained
2014,11005456,Retained
2014,11005459,Retained
2015,11005461,Retained
2015,11005467,Retained
2015,11005469,Retained
2015,11005510,Retained
2014,11005511,Retained
2014,11005523,Retained
2015,11005524,Retained
2014,11005526,Retained
2015,11005527,Retained
2014,11005567,Retained
2014,11005646,Retained
2014,11005661,Retained
2015,11005664,Retained
2014,11005674,Retained
2015,11005690,Retained
2015,11005695,Retained
2015,11005698,Retained
2015,11005700,Retained
2015,11005702,Retained
2015,11005703,Retained
2015,11005726,Retained
2014,11005737,Retained
2015,11005741,Retained
2015,11005744,Retained
2014,11005746,Retained
2015,11005746,Retained
2015,11005761,Retained
2014,11005843,Retained
2014,11005844,Retained
2014,11005852,Retained
2015,11005860,Retained
2013,11005871,Lost
2015,11005922,Retained
2015,11005926,Retained
2014,11005927,Retained
2015,11005928,Retained
2015,11005934,Retained
2015,11005938,Retained
2015,11005941,Retained
2015,11005944,Retained
2015,11005945,Retained
2015,11005947,Retained
2015,11005949,Retained
2015,11005950,Retained
2013,11005970,Retained
2015,11005974,Retained
2014,11005975,Retained
2014,11005976,Retained
2014,11005977,Retained
2014,11005999,Retained
2014,11006001,Retained
2014,11006006,Retained
2014,11006008,Retained
2015,11006013,Retained
2015,11006022,Retained
2014,11006029,Retained
2014,11006039,Retained
2015,11006044,Retained
2014,11006048,Retained
2015,11006056,Retained
2013,11006064,Lost
2014,11006066,Retained
2015,11006083,Retained
2014,11006086,Retained
2013,11006139,Lost
2015,11006160,Retained
2014,11006162,Retained
2014,11006176,Retained
2014,11006188,Retained
2014,11006190,Retained
2015,11006194,Retained
2014,11006213,Retained
2015,11006219,Retained
2015,11006221,Retained
2015,11006223,Retained
2014,11006224,Retained
2014,11006225,Retained
2015,11006230,Retained
2015,11006231,Retained
2015,11006232,Retained
2015,11006233,Retained
2015,11006235,Retained
2013,11006236,Lost
2015,11006264,Retained
2014,11006278,Retained
2015,11006279,Retained
2015,11006280,Retained
2013,11006281,Lost
2014,11006333,Retained
2015,11006335,Retained
2015,11006337,Retained
2014,11006340,Retained
2015,11006342,Retained
2015,11006364,Retained
2014,11006369,Retained
2014,11006374,Retained
2015,11006375,Retained
2013,11006386,Lost
2014,11006393,Retained
2015,11006410,Retained
2015,11006411,Retained
2015,11006416,Retained
2015,11006436,Retained
2015,11006540,Retained
2014,11006541,Retained
2014,11006544,Retained
2015,11006547,Retained
2015,11006550,Retained
2014,11006571,Retained
2015,11006578,Retained
2015,11006579,Retained
2015,11006580,Retained
2015,11006588,Retained
2015,11006592,Retained
2015,11006593,Retained
2015,11006594,Retained
2014,11006603,Retained
2015,11006609,Retained
2015,11006632,Retained
2015,11006634,Retained
2015,11006654,Retained
2014,11006676,Retained
2015,11006682,Retained
2015,11006691,Retained
2015,11006709,Retained
2014,11006733,Retained
2014,11006755,Retained
2015,11006760,Retained
2015,11006784,Retained
2015,11006785,Retained
2014,11006802,Retained
2014,11006833,Retained
2014,11006846,Retained
2014,11006863,Retained
2014,11006868,Retained
2015,11006872,Retained
2015,11006882,Retained
2014,11006895,Retained
2015,11006898,Retained
2014,11006900,Retained
2013,11006901,Lost
2014,11006903,Retained
2014,11006918,Retained
2014,11006919,Retained
2014,11006925,Retained
2014,11006947,Retained
2015,11006948,Retained
2015,11006965,Retained
2013,11006974,Retained
2014,11007020,Retained
2015,11007053,Retained
2015,11007057,Retained
2015,11007096,Retained
2015,11007105,Retained
2015,11007133,Retained
2015,11007158,Retained
2014,11007162,Retained
2015,11007187,Retained
2014,11007211,Retained
2015,11007248,Retained
2014,11007271,Retained
2015,11007272,Retained
2015,11007335,Retained
2015,11007338,Retained
2015,11007339,Retained
2015,11007342,Retained
2015,11007343,Retained
2014,11007350,Retained
2015,11007383,Retained
2015,11007391,Retained
2014,11007409,Lost
2015,11007444,Retained
2013,11007458,Lost
2015,11007459,Retained
2013,11007460,Lost
2015,11007467,Retained
2013,11007469,Lost
2015,11007478,Retained
2014,11007482,Retained
2015,11007502,Retained
2014,11007506,Retained
2015,11007514,Retained
2013,11007521,Retained
2014,11007525,Retained
2015,11007529,Retained
2015,11007530,Retained
2015,11007531,Retained
2014,11007542,Retained
2014,11007573,Retained
2015,11007574,Retained
2015,11007583,Retained
2014,11007593,Retained
2015,11007597,Retained
2013,11007599,Lost
2015,11007622,Retained
2014,11007629,Retained
2015,11007648,Retained
2015,11007668,Retained
2015,11007703,Retained
2015,11007708,Retained
2014,11007709,Retained
2014,11007718,Retained
2015,11007721,Retained
2014,11007722,Retained
2013,11007723,Lost
2014,11007724,Retained
2014,11007731,Retained
2013,11007736,Retained
2015,11007817,Retained
2014,11007820,Retained
2013,11007825,Retained
2014,11007894,Retained
2014,11007907,Retained
2014,11007909,Retained
2014,11007910,Retained
2013,11007911,Lost
2014,11007913,Retained
2014,11007915,Retained
2014,11007929,Retained
2013,11007932,Lost
2014,11007952,Retained
2015,11007958,Retained
2014,11007981,Retained
2014,11007983,Retained
2013,11007990,Lost
2013,11007995,Retained
2014,11008030,Retained
2014,11008071,Retained
2014,11008076,Retained
2015,11008114,Retained
2015,11008125,Retained
2015,11008126,Retained
2015,11008127,Retained
2015,11008140,Retained
2014,11008147,Retained
2015,11008173,Retained
2015,11008176,Retained
2014,11008177,Retained
2014,11008182,Retained
2014,11008186,Retained
2013,11008190,Retained
2014,11008210,Retained
2015,11008225,Retained
2015,11008230,Retained
2014,11008232,Retained
2015,11008233,Retained
2015,11008235,Retained
2015,11008237,Retained
2014,11008239,Retained
2015,11008307,Retained
2014,11008308,Retained
2015,11008320,Retained
2014,11008321,Retained
2013,11008323,Lost
2015,11008357,Retained
2014,11008358,Retained
2014,11008360,Retained
2015,11008362,Retained
2015,11008363,Retained
2014,11008364,Retained
2014,11008369,Retained
2014,11008385,Lost
2013,11008388,Lost
2015,11008394,Retained
2014,11008472,Retained
2014,11008497,Retained
2015,11008542,Retained
2015,11008543,Retained
2014,11008632,Retained
2014,11008647,Retained
2015,11008652,Retained
2014,11008674,Retained
2014,11008697,Retained
2014,11008744,Retained
2015,11008750,Retained
2014,11008761,Retained
2015,11008785,Retained
2015,11008800,Retained
2014,11008808,Retained
2015,11008819,Retained
2015,11008820,Retained
2014,11008841,Retained
2015,11008841,Retained
2013,11008847,Lost
2014,11008861,Retained
2014,11008881,Retained
2014,11008883,Retained
2015,11008885,Retained
2015,11008908,Retained
2014,11008918,Retained
2015,11008925,Retained
2015,11008932,Retained
2014,11008940,Retained
2015,11008951,Retained
2015,11008964,Retained
2015,11008973,Retained
2015,11008973,Retained
2014,11008980,Retained
2014,11008984,Retained
2015,11008988,Retained
2015,11008992,Retained
2014,11009021,Retained
2014,11009029,Retained
2015,11009031,Retained
2013,11009048,Retained
2015,11009056,Retained
2015,11009081,Retained
2015,11009082,Retained
2015,11009097,Retained
2013,11009101,Lost
2015,11009107,Retained
2015,11009121,Retained
2014,11009123,Retained
2014,11009124,Retained
2014,11009125,Retained
2013,11009129,Lost
2014,11009130,Retained
2015,11009153,Retained
2014,11009157,Retained
2015,11009177,Retained
2015,11009202,Retained
2014,11009231,Retained
2015,11009233,Retained
2014,11009251,Retained
2014,11009252,Lost
2015,11009288,Retained
2014,11009289,Retained
2015,11009292,Retained
2015,11009308,Retained
2014,11009317,Retained
2014,11009318,Retained
2015,11009332,Retained
2014,11009342,Retained
2015,11009348,Retained
2014,11009351,Retained
2013,11009357,Retained
2015,11009360,Retained
2015,11009375,Retained
2015,11009385,Retained
2015,11009386,Retained
2014,11009395,Retained
2015,11009396,Retained
2014,11009415,Retained
2014,11009417,Retained
2015,11009429,Retained
2015,11009431,Retained
2014,11009441,Retained
2015,11009445,Retained
2013,11009471,Lost
2015,11009505,Retained
2014,11009506,Retained
2015,11009542,Retained
2015,11009564,Retained
2014,11009574,Retained
2015,11009578,Retained
2015,11009580,Retained
2014,11009581,Retained
2014,11009599,Retained
2015,11009604,Retained
2014,11009611,Retained
2015,11009625,Retained
2014,11009641,Retained
2015,11009645,Retained
2014,11009646,Retained
2014,11009651,Retained
2015,11009652,Retained
2015,11009653,Retained
2015,11009655,Retained
2014,11009689,Retained
2014,11009709,Retained
2015,11009733,Retained
2014,11009760,Retained
2014,11009773,Retained
2015,11009773,Retained
2013,11009776,Lost
2015,11009777,Retained
2015,11009783,Retained
2015,11009809,Retained
2014,11009822,Retained
2015,11009853,Retained
2014,11009859,Retained
2015,11009865,Retained
2015,11009878,Retained
2014,11009895,Retained
2014,11009926,Retained
2014,11009928,Retained
2014,11009937,Retained
2014,11009947,Retained
2014,11009960,Retained
2015,11009960,Retained
2014,11009972,Retained
2015,11009984,Retained
2013,11010009,Retained
2014,11010020,Retained
2014,11010041,Retained
2014,11010070,Retained
2014,11010071,Retained
2014,11010073,Retained
2014,11010082,Retained
2013,11010100,Lost
2015,11010119,Retained
2015,11010134,Retained
2015,11010142,Retained
2015,11010147,Retained
2014,11010154,Retained
2015,11010157,Retained
2015,11010172,Retained
2014,11010185,Retained
2014,11010206,Retained
2013,11010211,Lost
2015,11010215,Retained
2015,11010249,Retained
2015,11010254,Retained
2014,11010258,Retained
2013,11010263,Lost
2015,11010269,Retained
2015,11010270,Retained
2015,11010275,Retained
2015,11010289,Retained
2015,11010301,Retained
2015,11010325,Retained
2013,11010333,Lost
2015,11010377,Retained
2015,11010410,Retained
2014,11010411,Retained
2015,11010415,Retained
2015,11010428,Retained
2015,11010430,Retained
2015,11010431,Retained
2015,11010432,Retained
2015,11010441,Retained
2015,11010463,Retained
2014,11010545,Retained
2014,11010547,Retained
2013,11010548,Lost
2014,11010549,Retained
2014,11010550,Retained
2015,11010556,Retained
2015,11010560,Retained
2015,11010603,Retained
2015,11010606,Retained
2015,11010614,Retained
2014,11010615,Retained
2014,11010636,Retained
2014,11010651,Retained
2015,11010672,Retained
2015,11010688,Retained
2015,11010692,Retained
2015,11010697,Retained
2015,11010708,Retained
2015,11010720,Retained
2015,11010721,Retained
2014,11010731,Retained
2015,11010733,Retained
2013,11010746,Retained
2015,11010750,Retained
2015,11010753,Retained
2015,11010757,Retained
2014,11010767,Retained
2015,11010768,Retained
2013,11010814,Lost
2013,11010845,Retained
2015,11010848,Retained
2014,11010854,Retained
2015,11010861,Retained
2015,11010868,Retained
2015,11010878,Retained
2015,11010885,Retained
2014,11010888,Retained
2014,11010894,Retained
2014,11010895,Retained
2015,11010897,Retained
2014,11010898,Retained
2014,11010904,Retained
2013,11010921,Lost
2013,11010929,Lost
2015,11010930,Retained
2015,11010931,Retained
2015,11010972,Retained
2015,11010999,Retained
2014,11011017,Retained
2013,11011019,Lost
2014,11011027,Retained
2015,11011028,Retained
2015,11011029,Retained
2014,11011033,Retained
2014,11011044,Retained
2013,11011050,Retained
2015,11011055,Retained
2014,11011059,Retained
2015,11011063,Retained
2015,11011064,Retained
2014,11011068,Retained
2014,11011075,Retained
2015,11011102,Retained
2014,11011104,Retained
2014,11011136,Retained
2014,11011144,Retained
2015,11011160,Retained
2015,11011163,Retained
2015,11011165,Retained
2014,11011178,Retained
2014,11011183,Retained
2014,11011219,Retained
2014,11011243,Retained
2015,11011245,Retained
2014,11011260,Retained
2015,11011262,Retained
2015,11011288,Retained
2014,11011295,Retained
2015,11011305,Retained
2015,11011306,Retained
2015,11011326,Retained
2013,11011350,Retained
2014,11011369,Retained
2015,11011371,Retained
2015,11011375,Retained
2015,11011376,Retained
2015,11011387,Retained
2015,11011389,Retained
2015,11011394,Retained
2015,11011400,Retained
2015,11011464,Retained
2015,11011474,Retained
2015,11011492,Retained
2014,11011498,Retained
2015,11011502,Retained
2015,11011524,Retained
2015,11011525,Retained
2014,11011543,Retained
2015,11011544,Retained
2014,11011565,Retained
2015,11011582,Retained
2013,11011587,Retained
2013,11011588,Lost
2014,11011593,Retained
2014,11011629,Retained
2015,11011632,Retained
2014,11011657,Retained
2015,11011678,Retained
2014,11011679,Retained
2014,11011689,Retained
2013,11011742,Retained
2015,11011762,Retained
2015,11011763,Retained
2014,11011782,Retained
2014,11011792,Retained
2015,11011822,Retained
2015,11011824,Retained
2014,11011839,Retained
2015,11011870,Retained
2015,11011905,Retained
2014,11011916,Retained
2014,11011921,Retained
2015,11011923,Retained
2015,11011933,Retained
2015,11012031,Retained
2015,11012034,Retained
2015,11012036,Retained
2015,11012038,Retained
2014,11012040,Retained
2013,11012052,Lost
2014,11012073,Retained
2015,11012077,Retained
2015,11012078,Retained
2015,11012079,Retained
2015,11012080,Retained
2014,11012106,Retained
2015,11012113,Retained
2015,11012124,Retained
2015,11012125,Retained
2015,11012146,Retained
2015,11012164,Retained
2014,11012167,Retained
2015,11012194,Retained
2015,11012201,Retained
2015,11012246,Retained
2015,11012251,Retained
2014,11012252,Retained
2015,11012270,Retained
2014,11012284,Retained
2015,11012329,Retained
2014,11012330,Retained
2015,11012331,Retained
2013,11012340,Lost
2015,11012358,Retained
2014,11012399,Retained
2014,11012400,Retained
2014,11012401,Retained
2015,11012424,Retained
2014,11012426,Retained
2015,11012429,Retained
2015,11012433,Retained
2015,11012434,Retained
2014,11012435,Retained
2014,11012443,Retained
2015,11012446,Retained
2015,11012482,Retained
2014,11012485,Retained
2015,11012488,Retained
2015,11012530,Retained
2015,11012544,Retained
2015,11012545,Retained
2014,11012564,Retained
2014,11012565,Retained
2014,11012567,Retained
2014,11012572,Retained
2014,11012579,Retained
2015,11012581,Retained
2015,11012584,Retained
2014,11012587,Retained
2014,11012588,Retained
2015,11012591,Retained
2013,11012593,Retained
2015,11012598,Retained
2015,11012603,Retained
2015,11012603,Retained
2014,11012604,Retained
2014,11012606,Retained
2015,11012607,Retained
2015,11012609,Retained
2014,11012612,Retained
2013,11012634,Retained
2015,11012636,Retained
2014,11012641,Retained
2014,11012642,Retained
2014,11012648,Retained
2015,11012648,Retained
2014,11012649,Retained
2014,11012659,Retained
2015,11012713,Retained
2015,11012715,Retained
2014,11012741,Retained
2014,11012758,Retained
2015,11012761,Retained
2014,11012764,Retained
2014,11012786,Retained
2014,11012795,Retained
2015,11012797,Retained
2015,11012804,Retained
2014,11012806,Retained
2014,11012815,Retained
2015,11012865,Retained
2014,11012879,Retained
2014,11012893,Retained
2014,11012894,Retained
2015,11012898,Retained
2015,11012901,Retained
2014,11012910,Retained
2015,11012915,Retained
2015,11012916,Retained
2015,11012918,Retained
2015,11012922,Retained
2015,11012923,Retained
2014,11012925,Retained
2014,11012928,Retained
2015,11012936,Retained
2015,11012943,Retained
2015,11013002,Retained
2013,11013004,Retained
2014,11013021,Retained
2014,11013047,Retained
2015,11013051,Retained
2015,11013056,Retained
2014,11013062,Retained
2015,11013064,Retained
2015,11013070,Retained
2014,11013084,Retained
2015,11013108,Retained
2014,11013109,Retained
2014,11013137,Retained
2013,11013171,Lost
2015,11013173,Retained
2014,11013174,Retained
2015,11013178,Retained
2015,11013180,Retained
2015,11013181,Retained
2014,11013187,Retained
2014,11013188,Retained
2015,11013193,Retained
2015,11013202,Retained
2013,11013209,Lost
2015,11013213,Retained
2014,11013230,Retained
2014,11013234,Retained
2014,11013236,Retained
2015,11013237,Retained
2014,11013242,Retained
2014,11013285,Retained
2015,11013302,Retained
2015,11013313,Retained
2013,11013327,Retained
2014,11013353,Retained
2015,11013365,Retained
2014,11013368,Retained
2015,11013440,Retained
2014,11013450,Retained
2015,11013456,Retained
2014,11013470,Retained
2015,11013485,Retained
2015,11013499,Retained
2014,11013505,Retained
2014,11013513,Retained
2014,11013563,Retained
2015,11013570,Retained
2013,11013574,Lost
2015,11013583,Retained
2014,11013585,Retained
2015,11013587,Retained
2015,11013589,Retained
2015,11013590,Retained
2014,11013591,Retained
2015,11013643,Retained
2015,11013671,Retained
2015,11013673,Retained
2014,11013689,Retained
2014,11013690,Retained
2014,11013691,Retained
2014,11013692,Retained
2014,11013693,Retained
2014,11013694,Retained
2014,11013695,Retained
2015,11013696,Retained
2014,11013717,Retained
2014,11013719,Retained
2014,11013723,Retained
2014,11013734,Retained
2015,11013760,Retained
2014,11013795,Retained
2014,11013815,Retained
2015,11013826,Retained
2013,11013827,Lost
2015,11013837,Retained
2015,11013839,Retained
2014,11013844,Retained
2015,11013864,Retained
2014,11013885,Retained
2013,11013890,Retained
2014,11013892,Retained
2013,11013923,Retained
2015,11013939,Retained
2015,11013940,Retained
2014,11013961,Retained
2014,11013964,Retained
2015,11014006,Retained
2014,11014038,Retained
2014,11014087,Retained
2015,11014134,Retained
2014,11014140,Retained
2015,11014141,Retained
2013,11014145,Retained
2014,11014174,Retained
2014,11014175,Retained
2014,11014176,Retained
2015,11014178,Retained
2015,11014179,Retained
2014,11014185,Retained
2015,11014220,Retained
2015,11014221,Retained
2015,11014224,Retained
2015,11014240,Retained
2014,11014247,Retained
2015,11014270,Retained
2015,11014287,Retained
2015,11014298,Retained
2015,11014322,Retained
2015,11014331,Retained
2014,11014365,Retained
2015,11014369,Retained
2014,11014372,Retained
2013,11014384,Retained
2014,11014396,Retained
2014,11014400,Retained
2013,11014404,Lost
2014,11014455,Lost
2015,11014461,Retained
2015,11014467,Retained
2013,11014482,Lost
2014,11014547,Retained
2015,11014549,Retained
2014,11014558,Retained
2015,11014593,Retained
2015,11014625,Retained
2013,11014627,Lost
2015,11014633,Retained
2015,11014649,Retained
2014,11014660,Retained
2014,11014662,Retained
2014,11014663,Retained
2015,11014680,Retained
2014,11014700,Retained
2014,11014701,Lost
2014,11014702,Retained
2015,11014738,Retained
2015,11014743,Retained
2014,11014747,Retained
2015,11014753,Retained
2014,11014765,Retained
2014,11014767,Retained
2014,11014769,Retained
2014,11014788,Retained
2014,11014789,Retained
2014,11014794,Lost
2014,11014796,Retained
2014,11014806,Retained
2015,11014814,Retained
2014,11014824,Retained
2014,11014830,Retained
2015,11014842,Retained
2014,11014853,Retained
2015,11014873,Retained
2015,11014874,Retained
2015,11014876,Retained
2014,11014881,Retained
2014,11014882,Retained
2014,11014885,Retained
2014,11014898,Retained
2014,11014911,Retained
2015,11014915,Retained
2014,11014930,Retained
2015,11014932,Retained
2015,11014937,Retained
2014,11014970,Retained
2014,11014976,Retained
2015,11014982,Retained
2014,11014984,Retained
2014,11014986,Retained
2014,11014987,Retained
2015,11014990,Retained
2014,11014992,Retained
2015,11015014,Retained
2015,11015020,Retained
2014,11015021,Retained
2015,11015026,Retained
2015,11015027,Retained
2015,11015050,Retained
2015,11015057,Retained
2015,11015072,Retained
2015,11015075,Retained
2015,11015089,Retained
2014,11015095,Retained
2014,11015096,Retained
2015,11015096,Retained
2014,11015128,Retained
2015,11015129,Retained
2015,11015149,Retained
2014,11015154,Retained
2015,11015154,Retained
2014,11015162,Retained
2015,11015163,Retained
2015,11015175,Retained
2015,11015178,Retained
2014,11015179,Retained
2014,11015199,Retained
2015,11015224,Retained
2015,11015245,Retained
2014,11015246,Retained
2015,11015253,Retained
2015,11015266,Retained
2015,11015272,Retained
2015,11015273,Retained
2014,11015283,Retained
2014,11015308,Retained
2015,11015333,Retained
2015,11015394,Retained
2015,11015395,Retained
2015,11015444,Retained
2014,11015457,Retained
2014,11015459,Retained
2014,11015515,Retained
2014,11015547,Retained
2014,11015565,Retained
2015,11015566,Retained
2015,11015568,Retained
2013,11015609,Lost
2014,11015641,Retained
2014,11015646,Retained
2015,11015650,Retained
2014,11015671,Retained
2014,11015706,Retained
2015,11015709,Retained
2014,11015710,Retained
2014,11015713,Retained
2014,11015719,Retained
2015,11015732,Retained
2015,11015734,Retained
2014,11015774,Retained
2014,11015798,Retained
2014,11015812,Retained
2015,11015814,Retained
2015,11015816,Retained
2014,11015821,Retained
2015,11015838,Retained
2015,11015842,Retained
2015,11015857,Retained
2014,11015858,Retained
2015,11015858,Retained
2014,11015859,Retained
2015,11015865,Retained
2014,11015879,Retained
2013,11015904,Lost
2015,11015906,Retained
2014,11015918,Retained
2015,11015920,Retained
2015,11015928,Retained
2013,11015952,Retained
2014,11015958,Retained
2013,11015959,Retained
2014,11015991,Retained
2014,11016003,Retained
2015,11016008,Retained
2015,11016017,Retained
2015,11016029,Retained
2015,11016030,Retained
2014,11016038,Retained
2015,11016041,Retained
2015,11016046,Retained
2015,11016053,Retained
2015,11016059,Retained
2015,11016065,Retained
2014,11016129,Retained
2015,11016132,Retained
2015,11016159,Retained
2015,11016160,Retained
2015,11016167,Retained
2014,11016168,Retained
2015,11016170,Retained
2014,11016172,Retained
2014,11016174,Retained
2014,11016182,Retained
2014,11016193,Retained
2015,11016195,Retained
2014,11016204,Retained
2015,11016209,Retained
2014,11016211,Retained
2015,11016243,Retained
2014,11016244,Retained
2013,11016255,Lost
2015,11016259,Retained
2015,11016260,Retained
2015,11016276,Retained
2013,11016283,Lost
2014,11016296,Retained
2013,11016301,Retained
2014,11016304,Retained
2015,11016306,Retained
2014,11016313,Retained
2015,11016315,Retained
2015,11016337,Retained
2015,11016338,Retained
2014,11016340,Retained
2015,11016341,Retained
2015,11016343,Retained
2014,11016347,Retained
2014,11016348,Retained
2013,11016351,Lost
2015,11016352,Retained
