Year,Id,Predicted.Values
2014,10791833,Retained
2014,10791869,Retained
2015,10791904,Retained
2014,10791907,Retained
2015,10791912,Retained
2015,10791916,Retained
2015,10791928,Retained
2015,10791932,Retained
2013,10791934,Lost
2014,10791948,Retained
2015,10792016,Retained
2015,10792046,Retained
2014,10792060,Retained
2014,10792062,Retained
2015,10792064,Retained
2015,10792069,Retained
2014,10792127,Retained
2014,10792129,Retained
2015,10792151,Retained
2015,10792189,Retained
2015,10792189,Retained
2013,10792210,Retained
2014,10792269,Retained
2014,10792274,Retained
2014,10792301,Retained
2014,10792311,Retained
2015,10792311,Retained
2015,10792319,Retained
2015,10792320,Retained
2014,10792351,Retained
2015,10792374,Retained
2015,10792376,Retained
2015,10792385,Retained
2014,10792444,Retained
2015,10792452,Retained
2014,10792456,Retained
2013,10792457,Retained
2015,10792474,Retained
2015,10792475,Retained
2014,10792483,Retained
2013,10792490,Retained
2014,10792509,Retained
2015,10792515,Retained
2015,10792516,Retained
2013,10792518,Retained
2015,10792583,Retained
2015,10792597,Retained
2015,10792611,Retained
2014,10792621,Retained
2015,10792626,Retained
2015,10792639,Retained
2015,10792640,Retained
2014,10792700,Retained
2015,10792716,Retained
2015,10792720,Retained
2015,10792742,Retained
2015,10792763,Retained
2014,10792775,Retained
2015,10792783,Retained
2015,10792793,Retained
2014,10792830,Retained
2015,10792838,Retained
2014,10792842,Retained
2013,10792843,Lost
2015,10792851,Retained
2014,10792858,Retained
2014,10792863,Retained
2015,10792875,Retained
2015,10792889,Retained
2015,10792893,Retained
2014,10792917,Retained
2015,10792918,Retained
2014,10792959,Retained
2015,10792996,Retained
2015,10792998,Retained
2014,10793027,Retained
2014,10793050,Retained
2015,10793059,Retained
2015,10793111,Retained
2014,10793115,Retained
2015,10793142,Retained
2014,10793166,Retained
2014,10793172,Retained
2013,10793176,Retained
2015,10793179,Retained
2014,10793183,Retained
2013,10793221,Retained
2014,10793230,Retained
2014,10793235,Retained
2013,10793238,Retained
2014,10793238,Retained
2014,10793279,Retained
2014,10793315,Retained
2014,10793350,Retained
2014,10793351,Retained
2014,10793352,Retained
2015,10793380,Retained
2015,10793381,Retained
2014,10793393,Retained
2015,10793408,Retained
2015,10793415,Retained
2015,10793425,Retained
2015,10793444,Retained
2015,10793447,Retained
2013,10793454,Retained
2015,10793459,Retained
2015,10793471,Retained
2015,10793486,Retained
2015,10793490,Retained
2012,10793510,Retained
2015,10793526,Retained
2014,10793540,Retained
2014,10793542,Retained
2014,10793550,Retained
2014,10793562,Retained
2015,10793567,Retained
2013,10793571,Retained
2014,10793587,Retained
2013,10793610,Retained
2014,10793610,Retained
2013,10793613,Retained
2014,10793616,Retained
2014,10793650,Retained
2015,10793678,Retained
2014,10793690,Retained
2015,10793700,Retained
2014,10793719,Retained
2013,10793740,Retained
2015,10793748,Retained
2014,10793779,Retained
2014,10793802,Retained
2015,10793820,Retained
2014,10793825,Retained
2013,10793844,Lost
2015,10793857,Retained
2014,10793878,Retained
2015,10793883,Retained
2015,10793887,Retained
2014,10793896,Retained
2015,10793900,Retained
2015,10793909,Retained
2014,10793910,Retained
2014,10793911,Retained
2013,10793937,Retained
2014,10793947,Retained
2014,10793969,Retained
2015,10793979,Retained
2014,10793981,Retained
2015,10793995,Retained
2013,10794003,Retained
2014,10794055,Retained
2015,10794059,Retained
2014,10794070,Retained
2013,10794073,Retained
2014,10794079,Retained
2015,10794080,Retained
2014,10794143,Retained
2015,10794189,Retained
2015,10794232,Retained
2015,10794237,Retained
2015,10794243,Retained
2015,10794246,Retained
2014,10794260,Retained
2015,10794276,Retained
2015,10794279,Retained
2015,10794291,Retained
2014,10794295,Retained
2014,10794301,Retained
2013,10794310,Retained
2015,10794356,Retained
2015,10794360,Retained
2014,10794368,Retained
2015,10794391,Retained
2015,10794403,Retained
2015,10794450,Retained
2015,10794455,Retained
2014,10794461,Retained
2015,10794518,Retained
2015,10794519,Retained
2015,10794520,Retained
2015,10794524,Retained
2015,10794529,Retained
2015,10794530,Retained
2014,10794531,Retained
2014,10794535,Retained
2015,10794543,Retained
2015,10794545,Retained
2015,10794548,Retained
2015,10794549,Retained
2014,10794552,Retained
2015,10794570,Retained
2015,10794586,Retained
2015,10794591,Retained
2015,10794602,Retained
2015,10794608,Retained
2015,10794634,Retained
2014,10794635,Retained
2014,10794646,Retained
2014,10794647,Retained
2014,10794648,Retained
2015,10794649,Retained
2015,10794651,Retained
2015,10794695,Retained
2015,10794704,Retained
2015,10794729,Retained
2014,10794740,Retained
2014,10794752,Retained
2014,10794782,Retained
2015,10794811,Retained
2015,10794814,Retained
2015,10794815,Retained
2014,10794816,Retained
2014,10794821,Retained
2015,10794844,Retained
2014,10794861,Retained
2014,10794883,Retained
2015,10794902,Retained
2015,10794908,Retained
2015,10794913,Retained
2015,10794921,Retained
2015,10794924,Retained
2013,10794935,Lost
2013,10794949,Lost
2015,10794953,Retained
2015,10794959,Retained
2015,10794977,Retained
2015,10795043,Retained
2015,10795100,Retained
2015,10795101,Retained
2015,10795112,Retained
2013,10795137,Retained
2014,10795138,Retained
2015,10795142,Retained
2015,10795144,Retained
2014,10795150,Retained
2015,10795156,Retained
2015,10795157,Retained
2014,10795159,Retained
2014,10795164,Retained
2015,10795177,Retained
2015,10795178,Retained
2015,10795188,Retained
2014,10795206,Retained
2015,10795233,Retained
2015,10795258,Retained
2015,10795268,Retained
2015,10795291,Retained
2014,10795305,Retained
2014,10795353,Retained
2015,10795368,Retained
2015,10795372,Retained
2014,10795403,Retained
2014,10795403,Retained
2013,10795404,Retained
2015,10795420,Retained
2014,10795455,Retained
2015,10795456,Retained
2015,10795461,Retained
2015,10795465,Retained
2015,10795469,Retained
2015,10795470,Retained
2015,10795472,Retained
2013,10795478,Retained
2015,10795479,Retained
2015,10795504,Retained
2013,10795519,Retained
2013,10795520,Retained
2014,10795530,Retained
2015,10795559,Retained
2014,10795561,Retained
2014,10795572,Retained
2015,10795573,Retained
2014,10795593,Retained
2014,10795598,Retained
2014,10795612,Retained
2014,10795628,Retained
2015,10795630,Retained
2015,10795671,Retained
2014,10795682,Retained
2015,10795684,Retained
2015,10795685,Retained
2015,10795690,Retained
2015,10795694,Retained
2015,10795695,Retained
2015,10795701,Retained
2014,10795716,Retained
2015,10795749,Retained
2015,10795767,Retained
2015,10795768,Retained
2014,10795771,Retained
2015,10795799,Retained
2014,10795809,Retained
2014,10795810,Retained
2014,10795880,Retained
2015,10795884,Retained
2015,10795939,Retained
2014,10795941,Retained
2015,10795942,Retained
2014,10795946,Retained
2015,10795968,Retained
2015,10795972,Retained
2014,10795989,Retained
2015,10796011,Retained
2015,10796022,Retained
2015,10796034,Retained
2012,10796125,Retained
2013,10796130,Retained
2015,10796148,Retained
2015,10796178,Retained
2014,10796180,Retained
2015,10796181,Retained
2013,10796193,Retained
2015,10796211,Retained
2015,10796212,Retained
2015,10796214,Retained
2015,10796215,Retained
2015,10796216,Retained
2015,10796220,Retained
2014,10796235,Retained
2014,10796261,Retained
2014,10796269,Retained
2015,10796294,Retained
2014,10796307,Retained
2014,10796309,Retained
2015,10796347,Retained
2015,10796355,Retained
2015,10796378,Retained
2013,10796388,Retained
2015,10796390,Retained
2014,10796416,Retained
2015,10796419,Retained
2015,10796421,Retained
2012,10796425,Retained
2014,10796426,Retained
2014,10796528,Retained
2015,10796539,Retained
2014,10796555,Retained
2015,10796567,Retained
2015,10796576,Retained
2015,10796581,Retained
2015,10796588,Retained
2014,10796622,Retained
2013,10796628,Retained
2014,10796698,Retained
2015,10796705,Retained
2015,10796730,Retained
2014,10796773,Retained
2015,10796796,Retained
2013,10796804,Retained
2015,10796809,Retained
2014,10796816,Retained
2015,10796816,Retained
2015,10796825,Retained
2014,10796829,Retained
2014,10796904,Retained
2015,10796913,Retained
2015,10796920,Retained
2014,10796924,Retained
2014,10796925,Retained
2015,10796955,Retained
2015,10796964,Retained
2015,10796979,Retained
2015,10797006,Retained
2015,10797031,Retained
2015,10797034,Retained
2014,10797035,Retained
2015,10797049,Retained
2015,10797058,Retained
2015,10797061,Retained
2013,10797089,Retained
2015,10797146,Retained
2015,10797198,Retained
2014,10797208,Retained
2014,10797290,Retained
2015,10797356,Retained
2015,10797377,Retained
2015,10797386,Retained
2015,10797417,Retained
2015,10797442,Retained
2014,10797457,Retained
2015,10797475,Retained
2015,10797482,Retained
2014,10797483,Retained
2015,10797490,Retained
2015,10797508,Retained
2014,10797513,Retained
2014,10797525,Retained
2014,10797539,Retained
2015,10797540,Retained
2014,10797559,Retained
2015,10797585,Retained
2014,10797611,Retained
2014,10797622,Retained
2013,10797627,Retained
2015,10797631,Retained
2015,10797633,Retained
2015,10797653,Retained
2015,10797670,Retained
2014,10797675,Retained
2014,10797684,Retained
2014,10797722,Retained
2015,10797722,Retained
2015,10797741,Retained
2015,10797746,Retained
2015,10797755,Retained
2015,10797767,Retained
2015,10797772,Retained
2015,10797774,Retained
2014,10797783,Retained
2015,10797787,Retained
2015,10797809,Retained
2013,10797823,Lost
2015,10797838,Retained
2014,10797847,Retained
2015,10797853,Retained
2015,10797857,Retained
2014,10797874,Retained
2015,10797901,Retained
2014,10797910,Retained
2015,10797910,Retained
2015,10797914,Retained
2012,10797920,Retained
2014,10797971,Retained
2015,10797975,Retained
2014,10797984,Retained
2014,10797999,Retained
2015,10798029,Retained
2015,10798069,Retained
2014,10798079,Retained
2014,10798138,Retained
2014,10798145,Retained
2014,10798150,Retained
2014,10798180,Retained
2015,10798187,Retained
2014,10798188,Retained
2015,10798205,Retained
2013,10798211,Retained
2014,10798214,Retained
2015,10798216,Retained
2015,10798221,Retained
2014,10798249,Retained
2015,10798302,Retained
2014,10798303,Retained
2015,10798306,Retained
2014,10798312,Retained
2014,10798314,Retained
2014,10798324,Retained
2014,10798335,Retained
2015,10798344,Retained
2014,10798376,Retained
2014,10798378,Retained
2014,10798382,Retained
2014,10798383,Retained
2015,10798399,Retained
2015,10798404,Retained
2014,10798411,Retained
2014,10798412,Retained
2014,10798468,Retained
2015,10798469,Retained
2015,10798489,Retained
2015,10798497,Retained
2014,10798505,Retained
2014,10798524,Retained
2014,10798525,Retained
2015,10798534,Retained
2015,10798537,Retained
2014,10798560,Retained
2014,10798607,Retained
2014,10798632,Retained
2015,10798661,Retained
2015,10798665,Retained
2014,10798668,Retained
2014,10798669,Retained
2014,10798678,Retained
2014,10798697,Retained
2014,10798713,Retained
2014,10798716,Retained
2014,10798718,Retained
2014,10798719,Retained
2015,10798722,Retained
2014,10798726,Retained
2014,10798755,Retained
2015,10798764,Retained
2014,10798771,Retained
2012,10798818,Retained
2015,10798840,Retained
2015,10798882,Retained
2015,10798890,Retained
2014,10798894,Retained
2014,10798895,Retained
2015,10798911,Retained
2015,10798932,Retained
2014,10798944,Retained
2015,10798960,Retained
2015,10799016,Retained
2015,10799042,Retained
2014,10799087,Lost
2012,10799088,Retained
2015,10799102,Retained
2015,10799103,Retained
2014,10799104,Lost
2015,10799155,Retained
2015,10799157,Retained
2015,10799183,Retained
2015,10799202,Retained
2015,10799250,Retained
2015,10799276,Retained
2015,10799277,Retained
2014,10799292,Retained
2015,10799310,Retained
2014,10799313,Retained
2014,10799324,Retained
2015,10799330,Retained
2015,10799353,Retained
2014,10799369,Retained
2014,10799381,Retained
2014,10799384,Retained
2013,10799403,Retained
2015,10799426,Retained
2015,10799431,Retained
2014,10799492,Retained
2015,10799494,Retained
2014,10799502,Lost
2013,10799511,Retained
2015,10799551,Retained
2014,10799555,Retained
2015,10799573,Retained
2015,10799575,Retained
2015,10799589,Retained
2015,10799606,Retained
2015,10799611,Retained
2014,10799620,Retained
2014,10799626,Retained
2015,10799632,Retained
2014,10799635,Retained
2015,10799648,Retained
2014,10799656,Retained
2015,10799673,Retained
2015,10799683,Retained
2014,10799691,Retained
2014,10799701,Lost
2015,10799708,Retained
2015,10799730,Retained
2015,10799732,Retained
2015,10799786,Retained
2015,10799798,Retained
2015,10799804,Retained
2015,10799811,Retained
2015,10799843,Retained
2015,10799852,Retained
2015,10799853,Retained
2015,10799858,Retained
2015,10799860,Retained
2014,10799873,Retained
2015,10799889,Retained
2015,10799942,Retained
2014,10799953,Retained
2015,10799965,Retained
2014,10799971,Retained
2014,10799974,Retained
2014,10799978,Retained
2015,10799992,Retained
2015,10800005,Retained
2015,10800047,Retained
2015,10800053,Retained
2015,10800069,Retained
2014,10800074,Retained
2014,10800080,Retained
2012,10800129,Lost
2015,10800153,Retained
2015,10800157,Retained
2015,10800159,Retained
2015,10800167,Retained
2013,10800173,Lost
2014,10800215,Retained
2015,10800261,Retained
2014,10800320,Retained
2013,10800335,Retained
2014,10800341,Retained
2015,10800350,Retained
2015,10800351,Retained
2014,10800357,Retained
2014,10800504,Retained
2014,10800527,Retained
2015,10800558,Retained
2015,10800583,Retained
2015,10800584,Retained
2015,10800599,Retained
2015,10800681,Retained
2014,10800716,Retained
2015,10800732,Retained
2015,10800734,Retained
2015,10800756,Retained
2014,10800765,Retained
2015,10800795,Retained
2014,10800816,Retained
2015,10800856,Retained
2015,10800857,Retained
2015,10800896,Retained
2015,10800919,Retained
2014,10801112,Retained
2014,10801117,Retained
2015,10801140,Retained
2014,10801143,Retained
2014,10801174,Retained
2013,10801230,Lost
2015,10801250,Retained
2015,10801312,Retained
2015,10801344,Retained
2014,10801352,Retained
2015,10801381,Retained
2015,10801384,Retained
2015,10801458,Retained
2015,10801463,Retained
2015,10801465,Retained
2015,10801477,Retained
2015,10801491,Retained
2015,10801492,Retained
2015,10801516,Retained
2015,10801553,Retained
2013,10801582,Retained
2014,10801639,Retained
2015,10801677,Retained
2015,10801718,Retained
2014,10801719,Retained
2015,10801726,Retained
2015,10801738,Retained
2014,10801847,Retained
2015,10801870,Retained
2015,10801872,Retained
2015,10801915,Retained
2015,10801944,Retained
2014,10801969,Retained
2015,10801970,Retained
2015,10802115,Retained
2013,10802124,Retained
2015,10802128,Retained
2013,10802133,Retained
2014,10802279,Retained
2015,10802284,Retained
2015,10802308,Retained
2015,10802480,Retained
2013,10802503,Lost
2015,10802519,Retained
2015,10802598,Retained
2015,10802628,Retained
2013,10802656,Lost
2014,10802657,Retained
2014,10802716,Retained
2014,10802773,Retained
2015,10802801,Retained
2015,10802806,Retained
2015,10802856,Retained
2014,10802884,Retained
2015,10802958,Retained
2015,10802991,Retained
2015,10802995,Retained
2014,10803026,Retained
2015,10803108,Retained
2015,10803160,Retained
2015,10803188,Retained
2014,10803207,Retained
2015,10803208,Retained
2014,10803230,Retained
2013,10803235,Retained
2014,10803268,Retained
2015,10803314,Retained
2015,10803351,Retained
2014,10803352,Retained
2015,10803393,Retained
2015,10803436,Retained
2015,10803511,Retained
2014,10803581,Retained
2015,10803590,Retained
2015,10803595,Retained
2015,10803599,Retained
2015,10803607,Retained
2015,10803609,Retained
2015,10803670,Retained
2015,10803713,Retained
2014,10803820,Retained
2014,10803823,Retained
2015,10803830,Retained
2014,10803833,Retained
2015,10803842,Retained
2014,10803852,Retained
2015,10803855,Retained
2014,10803864,Retained
2015,10803865,Retained
2014,10803875,Retained
2015,10803888,Retained
2015,10803898,Retained
2014,10803965,Retained
2014,10804000,Retained
2014,10804002,Retained
2014,10804031,Retained
2015,10804057,Retained
2014,10804135,Retained
2015,10804138,Retained
2015,10804191,Retained
2014,10804212,Retained
2015,10804212,Retained
2014,10804235,Retained
2014,10804268,Retained
2014,10804282,Retained
2014,10804293,Retained
2015,10804295,Retained
2015,10804421,Retained
2015,10804437,Retained
2015,10804452,Retained
2015,10804490,Retained
2015,10804502,Retained
2015,10804508,Retained
2014,10804517,Retained
2014,10804551,Retained
2014,10804566,Retained
2014,10804609,Retained
2014,10804644,Retained
2013,10804689,Lost
2014,10804694,Retained
2015,10804739,Retained
2015,10804773,Retained
2015,10804791,Retained
2014,10804858,Retained
2015,10804878,Retained
2014,10804879,Retained
2014,10804964,Retained
2015,10804968,Retained
2015,10804982,Retained
2015,10804992,Retained
2015,10805031,Retained
2015,10805074,Retained
2014,10805077,Retained
2015,10805086,Retained
2015,10805094,Retained
2014,10805098,Retained
2013,10805130,Retained
2015,10805196,Retained
2015,10805213,Retained
2015,10805237,Retained
2015,10805240,Retained
2014,10805247,Retained
2015,10805298,Retained
2015,10805323,Retained
2014,10805338,Retained
2015,10805364,Retained
2013,10805366,Lost
2015,10805375,Retained
2015,10805376,Retained
2014,10805379,Retained
2015,10805389,Retained
2014,10805434,Retained
2015,10805471,Retained
2015,10805618,Retained
2015,10805620,Retained
2015,10805653,Retained
2014,10805667,Retained
2014,10805721,Retained
2015,10805819,Retained
2014,10805840,Retained
2015,10805944,Retained
2013,10805950,Lost
2015,10805995,Retained
2015,10806000,Retained
2014,10806032,Retained
2015,10806079,Retained
2015,10806199,Retained
2014,10806222,Retained
2015,10806301,Retained
2014,10806305,Retained
2014,10806308,Retained
2014,10806319,Retained
2015,10806367,Retained
2014,10806370,Retained
2015,10806402,Retained
2015,10806412,Retained
2015,10806416,Retained
2013,10806485,Lost
2014,10806492,Retained
2015,10806502,Retained
2014,10806514,Retained
2014,10806516,Retained
2015,10806521,Retained
2015,10806523,Retained
2014,10806525,Retained
2014,10806537,Retained
2015,10806541,Retained
2014,10806548,Retained
2014,10806550,Retained
2015,10806557,Retained
2014,10806559,Retained
2014,10806640,Retained
2015,10806655,Retained
2015,10806657,Retained
2015,10806670,Retained
2015,10806674,Retained
2015,10806707,Retained
2015,10806712,Retained
2013,10806723,Retained
2015,10806726,Retained
2014,10806741,Retained
2015,10806759,Retained
2015,10806786,Retained
2015,10806836,Retained
2014,10806843,Retained
2014,10806885,Retained
2014,10806887,Retained
2015,10806898,Retained
2013,10806901,Retained
2014,10806914,Retained
2014,10806929,Retained
2015,10806934,Retained
2014,10806944,Retained
2015,10806947,Retained
2014,10806970,Retained
2014,10806972,Retained
2015,10806983,Retained
2014,10806985,Retained
2013,10807001,Retained
2015,10807020,Retained
2015,10807037,Retained
2015,10807054,Retained
2014,10807065,Retained
2014,10807069,Retained
2014,10807073,Retained
2014,10807095,Lost
2014,10807137,Retained
2015,10807140,Retained
2015,10807234,Retained
2014,10807253,Retained
2015,10807277,Retained
2015,10807286,Retained
2014,10807350,Retained
2015,10807352,Retained
2014,10807353,Retained
2015,10807355,Retained
2014,10807379,Retained
2015,10807406,Retained
2015,10807430,Retained
2015,10807430,Retained
2014,10807561,Retained
2014,10807702,Retained
2014,10807723,Retained
2013,10807777,Retained
2014,10807833,Retained
2015,10807872,Retained
2015,10807876,Retained
2014,10807902,Retained
2014,10807913,Retained
2014,10807915,Retained
2014,10807937,Retained
2015,10807969,Retained
2014,10807986,Retained
2014,10808047,Lost
2015,10808049,Retained
2014,10808065,Retained
2014,10808066,Retained
2014,10808071,Retained
2015,10808075,Retained
2015,10808081,Retained
2013,10808088,Lost
2014,10808093,Retained
2015,10808108,Retained
2015,10808113,Retained
2014,10808118,Retained
2014,10808226,Retained
2014,10808258,Retained
2015,10808272,Retained
2014,10808279,Retained
2015,10808309,Retained
2013,10808345,Lost
2015,10808354,Retained
2015,10808357,Retained
2015,10808371,Retained
2013,10808389,Retained
2015,10808455,Retained
2015,10808463,Retained
2015,10808470,Retained
2014,10808471,Retained
2015,10808473,Retained
2013,10808474,Retained
2015,10808486,Retained
2014,10808488,Retained
2015,10808492,Retained
2014,10808496,Retained
2012,10808544,Lost
2015,10808563,Retained
2015,10808568,Retained
2015,10808607,Retained
2014,10808638,Retained
2014,10808643,Retained
2014,10808672,Retained
2015,10808675,Retained
2015,10808727,Retained
2014,10808737,Retained
2014,10808738,Retained
2014,10808740,Retained
2015,10808746,Retained
2013,10808749,Retained
2014,10808762,Retained
2014,10808764,Retained
2014,10808765,Retained
2014,10808766,Retained
2015,10808767,Retained
2014,10808769,Retained
2014,10808813,Lost
2015,10808830,Retained
2014,10808860,Retained
2015,10808875,Retained
2015,10808989,Retained
2015,10808995,Retained
2015,10808996,Retained
2014,10809005,Retained
2014,10809013,Retained
2013,10809100,Lost
2014,10809135,Retained
2015,10809144,Retained
2013,10809217,Lost
2014,10809266,Retained
2014,10809320,Retained
2015,10809392,Retained
2015,10809400,Retained
2014,10809496,Retained
2015,10809540,Retained
2014,10809577,Retained
2015,10809650,Retained
2015,10809670,Retained
2015,10809674,Retained
2015,10809699,Retained
2014,10809725,Retained
2015,10809729,Retained
2015,10809847,Retained
2015,10809858,Retained
2013,10809947,Retained
2015,10809980,Retained
2015,10809982,Retained
2015,10810034,Retained
2015,10810120,Retained
2014,10810147,Retained
2015,10810148,Retained
2014,10810212,Retained
2015,10810228,Retained
2015,10810269,Retained
2014,10810314,Retained
2015,10810319,Retained
2014,10810337,Retained
2015,10810510,Retained
2014,10810524,Retained
2014,10810539,Retained
2015,10810548,Retained
2014,10810557,Retained
2015,10810557,Retained
2015,10810563,Retained
2014,10810566,Lost
2014,10810579,Retained
2014,10810580,Retained
2014,10810585,Retained
2014,10810591,Retained
2015,10810615,Retained
2014,10810661,Retained
2015,10810668,Retained
2015,10810706,Retained
2014,10810772,Lost
2015,10810794,Retained
2014,10810824,Retained
2013,10810825,Retained
2015,10810827,Retained
2015,10810840,Retained
2014,10810859,Retained
2014,10810868,Retained
2014,10810872,Retained
2015,10810888,Retained
2014,10810891,Retained
2015,10810899,Retained
2015,10810935,Retained
2013,10810945,Retained
2015,10810949,Retained
2014,10810950,Retained
2015,10810952,Retained
2014,10811036,Retained
2014,10811045,Retained
2014,10811082,Retained
2014,10811102,Retained
2014,10811135,Retained
2015,10811148,Retained
2015,10811174,Retained
2013,10811188,Retained
2013,10811190,Retained
2015,10811208,Retained
2014,10811209,Retained
2015,10811211,Retained
2014,10811258,Retained
2015,10811286,Retained
2014,10811316,Retained
2015,10811407,Retained
2014,10811416,Retained
2014,10811522,Retained
2015,10811550,Retained
2015,10811562,Retained
2015,10811563,Retained
2014,10811566,Retained
2015,10811575,Retained
2015,10811617,Retained
2014,10811636,Retained
2015,10811641,Retained
2015,10811653,Retained
2015,10811661,Retained
2014,10811702,Retained
2014,10811726,Retained
2014,10811733,Lost
2014,10811734,Retained
2015,10811761,Retained
2014,10811768,Retained
2015,10811775,Retained
2015,10811780,Retained
2015,10811784,Retained
2015,10811913,Retained
2013,10811917,Lost
2015,10811933,Retained
2014,10811935,Retained
2014,10811965,Retained
2014,10812001,Retained
2015,10812007,Retained
2015,10812008,Retained
2014,10812061,Retained
2014,10812063,Retained
2015,10812065,Retained
2014,10812069,Retained
2014,10812083,Retained
2014,10812094,Retained
2014,10812148,Retained
2015,10812156,Retained
2014,10812180,Retained
2014,10812200,Retained
2015,10812221,Retained
2014,10812260,Retained
2015,10812289,Retained
2015,10812290,Retained
2014,10812410,Retained
2015,10812431,Retained
2014,10812516,Retained
2015,10812518,Retained
2015,10812561,Retained
2015,10812598,Retained
2015,10812635,Retained
2014,10812673,Retained
2015,10812697,Retained
2015,10812741,Retained
2015,10812754,Retained
2014,10812755,Retained
2015,10812843,Retained
2015,10812849,Retained
2014,10812851,Retained
2014,10812907,Retained
2015,10812914,Retained
2015,10812917,Retained
2014,10812987,Retained
2014,10812989,Retained
2014,10812993,Retained
2014,10813009,Retained
2015,10813012,Retained
2015,10813013,Retained
2015,10813034,Retained
2015,10813071,Retained
2015,10813101,Retained
2014,10813323,Retained
2015,10813359,Retained
2014,10813401,Retained
2015,10813402,Retained
2015,10813405,Retained
2015,10813408,Retained
2015,10813410,Retained
2015,10813416,Retained
2015,10813418,Retained
2015,10813419,Retained
2015,10813420,Retained
2015,10813428,Retained
2015,10813431,Retained
2015,10813520,Retained
2014,10813604,Retained
2015,10813607,Retained
2014,10813630,Retained
2014,10813657,Retained
2015,10813660,Retained
2015,10813674,Retained
2015,10813704,Retained
2015,10813706,Retained
2015,10813710,Retained
2014,10813722,Retained
2015,10813734,Retained
2013,10813737,Retained
2015,10813757,Retained
2015,10813758,Retained
2015,10813760,Retained
2015,10813761,Retained
2015,10813766,Retained
2014,10813789,Retained
2014,10813860,Retained
2015,10813878,Retained
2014,10813902,Lost
2015,10813907,Retained
2013,10813961,Retained
2015,10813976,Retained
2015,10813991,Retained
2014,10813992,Retained
2015,10814027,Retained
2014,10814069,Retained
2015,10814093,Retained
2014,10814117,Retained
2015,10814123,Retained
2015,10814127,Retained
2015,10814148,Retained
2015,10814166,Retained
2015,10814177,Retained
2014,10814178,Retained
2015,10814203,Retained
2015,10814250,Retained
2015,10814255,Retained
2015,10814331,Retained
2015,10814334,Retained
2014,10814369,Retained
2015,10814381,Retained
2014,10814405,Retained
2015,10814446,Retained
2014,10814466,Retained
2014,10814471,Retained
2014,10814537,Retained
2015,10814538,Retained
2015,10814554,Retained
2014,10814569,Retained
2014,10814589,Retained
2014,10814612,Retained
2014,10814642,Retained
2014,10814651,Retained
2014,10814665,Retained
2015,10814682,Retained
2014,10814757,Retained
2014,10814802,Retained
2014,10814808,Retained
2014,10814831,Retained
2014,10814865,Retained
2013,10814947,Lost
2015,10814952,Retained
2014,10814954,Retained
2014,10814979,Retained
2015,10814993,Retained
2014,10815104,Retained
2015,10815106,Retained
2014,10815107,Retained
2015,10815114,Retained
2015,10815167,Retained
2014,10815169,Retained
2015,10815176,Retained
2013,10815245,Retained
2015,10815252,Retained
2015,10815254,Retained
2015,10815301,Retained
2015,10815315,Retained
2015,10815316,Retained
2014,10815359,Retained
2014,10815363,Retained
2015,10815365,Retained
2015,10815402,Retained
2014,10815407,Retained
2015,10815428,Retained
2015,10815429,Retained
2015,10815436,Retained
2015,10815450,Retained
2014,10815552,Retained
2015,10815579,Retained
2014,10815630,Retained
2014,10815655,Retained
2015,10815767,Retained
2013,10815838,Retained
2014,10815904,Retained
2014,10815922,Retained
2014,10815936,Retained
2015,10816027,Retained
2013,10816047,Retained
2014,10816105,Retained
2014,10816116,Retained
2014,10816119,Retained
2015,10816147,Retained
2015,10816172,Retained
2015,10816177,Retained
2015,10816182,Retained
2015,10816206,Retained
2014,10816242,Retained
2014,10816340,Retained
2015,10816342,Retained
2014,10816398,Retained
2015,10816416,Retained
2015,10816418,Retained
2015,10816423,Retained
2015,10816424,Retained
2015,10816427,Retained
2015,10816449,Retained
2014,10816452,Retained
2015,10816455,Retained
2015,10816479,Retained
2014,10816481,Lost
2015,10816482,Retained
2014,10816491,Retained
2014,10816492,Retained
2015,10816493,Retained
2014,10816572,Retained
2014,10816577,Retained
2014,10816578,Retained
2015,10816587,Retained
2014,10816592,Retained
2013,10816625,Retained
2015,10816664,Retained
2014,10816700,Retained
2014,10816746,Retained
2015,10816788,Retained
2014,10816860,Retained
2014,10816888,Retained
2015,10816898,Retained
2015,10816941,Retained
2015,10816942,Retained
2015,10816989,Retained
2015,10817037,Retained
2014,10817048,Retained
2014,10817051,Retained
2014,10817052,Retained
2015,10817082,Retained
2014,10817100,Retained
2015,10817107,Retained
2015,10817135,Retained
2015,10817143,Retained
2014,10817149,Retained
2013,10817152,Lost
2015,10817157,Retained
2014,10817185,Retained
2014,10817186,Retained
2015,10817215,Retained
2014,10817251,Retained
2015,10817296,Retained
2013,10817304,Retained
2015,10817370,Retained
2014,10817373,Retained
2014,10817391,Retained
2014,10817394,Retained
2015,10817410,Retained
2015,10817439,Retained
2015,10817445,Retained
2015,10817450,Retained
2014,10817461,Retained
2014,10817494,Retained
2015,10817498,Retained
2015,10817505,Retained
2015,10817505,Retained
2015,10817515,Retained
2014,10817526,Retained
2014,10817526,Retained
2014,10817526,Retained
2014,10817526,Retained
2015,10817546,Retained
2015,10817548,Retained
2015,10817549,Retained
2015,10817556,Retained
2015,10817571,Retained
2015,10817577,Retained
2015,10817598,Retained
2015,10817606,Retained
2015,10817608,Retained
2015,10817609,Retained
2015,10817636,Retained
2014,10817692,Retained
2015,10817704,Retained
2014,10817710,Retained
