id,lat,long,State
1999,40.7404,-73.9791,NY
2000,40.6794,-73.8643,NY
2001,40.6666,-73.8955,NY
2002,40.6834,-73.9115,NY
2003,40.7291,-73.9813,NY
2004,40.7549,-73.8739,NY
2005,40.7593,-73.9682,NY
2006,40.6418,-73.9913,NY
2007,40.7114,-74.0154,NY
2008,40.7067,-74.0023,NY
2009,40.7049,-74.0173,NY
2010,40.7852,-73.9731,NY
2011,40.7679,-73.9641,NY
2012,40.8579,-73.9093,NY
2013,40.772,-73.956,NY
2014,40.7475,-73.9883,NY
2015,40.6923,-73.9707,NY
2016,40.7449,-73.9936,NY
2017,40.7627,-73.9813,NY
2018,40.7381,-74.0082,NY
2019,40.6933,-73.9669,NY
2020,40.7066,-73.8553,NY
2021,40.7688,-73.8683,NY
2022,40.8065,-73.9464,NY
2023,40.7517,-73.9708,NY
2024,40.7528,-73.9409,NY
2025,40.6932,-73.9709,NY
2026,40.7885,-73.9532,NY
2027,40.6858,-73.935,NY
2028,40.752,-73.9799,NY
2029,40.7534,-73.9343,NY
2030,40.6881,-73.9533,NY
2031,40.7472,-73.9564,NY
2032,40.6176,-73.9908,NY
2033,40.7403,-74.0037,NY
2034,40.7585,-73.9772,NY
2035,40.7175,-73.98,NY
2036,40.6775,-73.9637,NY
2037,40.7744,-73.9535,NY
2038,40.7571,-73.9973,NY
2039,40.7591,-73.9921,NY
2040,40.8,-73.9549,NY
2041,40.7568,-73.9901,NY
2042,40.6803,-73.9747,NY
2043,40.7621,-73.8037,NY
2044,40.7578,-73.9832,NY
2045,40.7445,-73.956,NY
2046,40.7671,-73.9937,NY
2047,40.7835,-73.9753,NY
2048,40.787,-73.9776,NY
2049,40.7734,-73.929,NY
2050,40.7718,-73.9792,NY
2051,40.8811,-73.8324,NY
2052,40.7798,-73.9845,NY
2053,40.7496,-73.9718,NY
2054,40.7419,-73.983,NY
2055,40.7254,-73.9951,NY
2056,40.7642,-73.9868,NY
2057,40.8152,-73.9475,NY
2058,40.6925,-73.9548,NY
2059,40.7449,-73.8669,NY
2060,40.7248,-73.852,NY
2061,40.6391,-73.9733,NY
2062,40.7102,-73.9507,NY
2063,40.7519,-73.9394,NY
2064,40.7499,-73.9838,NY
2065,40.7725,-73.9822,NY
2066,40.807,-73.9497,NY
2067,40.7582,-73.9647,NY
2068,40.7699,-73.9689,NY
2069,40.6886,-73.9679,NY
2070,40.7529,-73.9873,NY
2071,40.8448,-73.8929,NY
2072,40.7739,-73.9565,NY
2073,40.8588,-73.8858,NY
2074,40.7756,-73.9534,NY
2075,40.8266,-73.9448,NY
2076,40.8237,-73.9495,NY
2077,40.6738,-73.9759,NY
2078,40.7185,-74.0042,NY
2079,40.7245,-74.006,NY
2080,40.7474,-73.8858,NY
2081,40.7584,-73.9865,NY
2082,40.8042,-73.9527,NY
2083,40.6748,-73.7434,NY
2084,40.7625,-73.963,NY
2085,40.7131,-74.0041,NY
